risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
16,750,5,17,10,5,Insufficient AI safety research capacity,,Runtime control and coordination modules
20,984,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,983,5,35,7,5,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,996,5,1,7,5,Deceptive alignment and hidden objectives,,Continuous anomaly monitoring and safety tripwires
16,1582,5,24,5,5,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
16,1581,5,24,5,5,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
1,119,5,10,117,5,Malicious misuse of frontier AI for large-scale harm,,Governed AI oversight and compliance regimes
20,992,5,15,7,5,Deceptive alignment and hidden objectives,,Pre-deployment mechanistic interpretability audits
7,487,5,6,16,5,Human extinction from misaligned superintelligent AI,,PGD Adversarial Training for Robust Fine-Tuning
7,486,5,0,16,5,Human extinction from misaligned superintelligent AI,,Training-time regularization for robust generalization
7,485,5,15,16,5,Human extinction from misaligned superintelligent AI,,Pre-deployment mechanistic interpretability audits
7,110,5,24,126,5,Human extinction from misaligned superintelligent AI,,RLHF fine-tuning for aligned language models
2,1161,5,24,6,5,AI arms race causing unsafe deployment,,RLHF fine-tuning for aligned language models
9,807,6,6,5,5,Deployed AI Misalignment Causes Societal Harm,,PGD Adversarial Training for Robust Fine-Tuning
25,116,5,38,122,5,Misaligned Superintelligent AI Existential Risk,,Incentivized AI forecasting and prediction systems
7,19,5,35,377,5,Human extinction from misaligned superintelligent AI,Human feedback reward-model alignment,Human-preference reward model fine-tuning
7,166,5,23,74,5,Human extinction from misaligned superintelligent AI,,Human-aware predictive robot control and safety planning
7,146,5,8,87,5,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
6,397,5,26,21,5,Reward Misspecification and Reward Hacking,,Reward-guided RL fine-tuning with safety constraints
2,612,5,4,5,5,AI arms race causing unsafe deployment,,Pre-deployment safety gates and controlled release
2,612,5,8,8,5,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
35,1527,5,5,5,5,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
35,1526,5,8,5,5,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
20,998,5,35,7,5,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,1198,5,38,6,5,Deceptive alignment and hidden objectives,,Incentivized AI forecasting and prediction systems
20,1197,5,4,6,5,Deceptive alignment and hidden objectives,,Pre-deployment safety gates and controlled release
20,1196,5,8,6,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1195,5,8,6,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1003,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1194,5,35,6,5,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,1002,5,24,7,5,Deceptive alignment and hidden objectives,,RLHF fine-tuning for aligned language models
20,1001,5,5,7,5,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
20,1000,5,11,7,5,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
20,1193,5,17,6,5,Deceptive alignment and hidden objectives,,Runtime control and coordination modules
20,132,5,8,6,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,132,5,5,92,5,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
11,1052,5,38,7,5,Misforecasted AI Timelines Undermining Safety Preparedness,,Incentivized AI forecasting and prediction systems
2,978,5,35,7,5,AI arms race causing unsafe deployment,,Human-preference reward model fine-tuning
35,1051,5,4,7,5,Advanced AI value misalignment risk,,Pre-deployment safety gates and controlled release
21,333,5,8,26,5,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
2,1588,5,8,5,5,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
20,19,5,35,377,5,Deceptive alignment and hidden objectives,Human feedback reward-model alignment,Human-preference reward model fine-tuning
20,994,5,39,7,5,Deceptive alignment and hidden objectives,,Export controls on advanced AI hardware
14,6,5,22,10,5,Unsafe AI Decisions in High-Stakes Settings,Adversarial robustness through PGD training,Deployment-time confidence filtering and rejection sampling
14,6,5,5,74,5,Unsafe AI Decisions in High-Stakes Settings,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
14,6,5,6,662,5,Unsafe AI Decisions in High-Stakes Settings,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
20,986,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,985,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1190,5,5,6,5,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
20,1189,5,8,6,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1188,5,6,6,5,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
20,1187,5,35,6,5,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,995,5,11,7,5,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
20,993,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
35,1047,5,8,7,5,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
4,803,5,8,7,5,Unsafe and Sample-Inefficient RL Exploration,,Expand AI Safety Research Funding and Capacity
22,1540,5,24,5,5,Deceptive and Harmful Language Model Outputs,,RLHF fine-tuning for aligned language models
0,369,5,34,21,5,Out-of-distribution generalization failure,,Large-scale pretraining before task fine-tuning
0,1539,5,24,5,5,Out-of-distribution generalization failure,,RLHF fine-tuning for aligned language models
20,1183,5,1,6,5,Deceptive alignment and hidden objectives,,Continuous anomaly monitoring and safety tripwires
20,1182,5,6,6,5,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
20,997,5,8,7,5,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,1181,5,6,6,5,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
20,1180,5,15,6,5,Deceptive alignment and hidden objectives,,Pre-deployment mechanistic interpretability audits
35,1250,5,11,6,5,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
1,1282,5,6,6,5,Malicious misuse of frontier AI for large-scale harm,,PGD Adversarial Training for Robust Fine-Tuning
9,1131,5,36,6,5,Deployed AI Misalignment Causes Societal Harm,,Robustness-Oriented Training Data Augmentation
2,918,5,11,8,5,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
19,695,5,8,9,5,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
35,598,5,5,13,5,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
1,276,5,8,33,5,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
1,17,5,4,11,5,Malicious misuse of frontier AI for large-scale harm,Global governance enables coordinated AI safety controls,Pre-deployment safety gates and controlled release
1,17,5,10,371,5,Malicious misuse of frontier AI for large-scale harm,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
1,452,5,8,18,5,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
16,808,5,38,9,5,Insufficient AI safety research capacity,,Incentivized AI forecasting and prediction systems
10,843,5,10,8,5,Existential catastrophe from misaligned AI,,Governed AI oversight and compliance regimes
19,475,5,15,16,5,Misaligned AI takeover and human disempowerment,,Pre-deployment mechanistic interpretability audits
16,45,5,11,232,5,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
2,1602,5,24,5,5,AI arms race causing unsafe deployment,,RLHF fine-tuning for aligned language models
33,781,5,6,8,5,AI-driven personal data privacy breaches,,PGD Adversarial Training for Robust Fine-Tuning
26,55,5,35,70,5,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
26,55,5,18,141,5,Misaligned AGI existential catastrophe,,Critique-guided fine-tuning and human feedback
9,421,5,8,16,5,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
22,1574,5,8,5,5,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
38,88,5,24,157,5,Catastrophic AGI Misalignment Risk,,RLHF fine-tuning for aligned language models
20,25,5,39,325,5,Deceptive alignment and hidden objectives,Compute supply chain controls for AI governance,Export controls on advanced AI hardware
35,597,5,4,13,5,Advanced AI value misalignment risk,,Pre-deployment safety gates and controlled release
35,630,5,10,12,5,Advanced AI value misalignment risk,,Governed AI oversight and compliance regimes
6,25,5,39,325,5,Reward Misspecification and Reward Hacking,Compute supply chain controls for AI governance,Export controls on advanced AI hardware
19,171,5,8,59,5,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
19,171,5,11,11,5,Misaligned AI takeover and human disempowerment,,Public AI risk outreach and educational dissemination
25,159,5,5,78,5,Misaligned Superintelligent AI Existential Risk,,Pre-deployment adversarial red-teaming and robustness testing
9,1132,5,15,6,5,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment mechanistic interpretability audits
8,199,5,8,47,5,Human-AI Coordination Failure in Shared Environments,,Expand AI Safety Research Funding and Capacity
33,335,5,6,5,5,AI-driven personal data privacy breaches,,PGD Adversarial Training for Robust Fine-Tuning
33,335,5,18,5,5,AI-driven personal data privacy breaches,,Critique-guided fine-tuning and human feedback
33,335,5,5,6,5,AI-driven personal data privacy breaches,,Pre-deployment adversarial red-teaming and robustness testing
33,335,5,22,10,5,AI-driven personal data privacy breaches,,Deployment-time confidence filtering and rejection sampling
18,31,5,35,288,5,Catastrophic Superintelligent AI Misalignment,Human-feedback reward modeling for objective alignment,Human-preference reward model fine-tuning
18,47,5,32,228,5,Catastrophic Superintelligent AI Misalignment,,Attainable Utility Preservation reward penalty
0,441,5,5,18,5,Out-of-distribution generalization failure,,Pre-deployment adversarial red-teaming and robustness testing
35,762,5,29,10,5,Advanced AI value misalignment risk,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
35,146,5,8,87,5,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
20,785,5,10,9,5,Deceptive alignment and hidden objectives,,Governed AI oversight and compliance regimes
6,1387,5,8,5,5,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
18,163,5,5,76,5,Catastrophic Superintelligent AI Misalignment,,Pre-deployment adversarial red-teaming and robustness testing
18,151,5,10,83,5,Catastrophic Superintelligent AI Misalignment,,Governed AI oversight and compliance regimes
6,28,5,8,320,5,Reward Misspecification and Reward Hacking,Governance capacity building via safety infrastructure,Expand AI Safety Research Funding and Capacity
6,124,5,37,111,5,Reward Misspecification and Reward Hacking,,ROME-based factual knowledge editing
9,46,5,5,67,5,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
9,46,5,6,163,5,Deployed AI Misalignment Causes Societal Harm,,PGD Adversarial Training for Robust Fine-Tuning
9,425,5,23,18,5,Deployed AI Misalignment Causes Societal Harm,,Human-aware predictive robot control and safety planning
9,1130,5,24,6,5,Deployed AI Misalignment Causes Societal Harm,,RLHF fine-tuning for aligned language models
19,559,5,8,14,5,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
1,16,5,17,391,5,Malicious misuse of frontier AI for large-scale harm,Utility-shaping and power-seeking mitigation mechanisms,Runtime control and coordination modules
